week_day,k_calories,category,acebolado,ao,assado,barbecue,bife,cerveja,cigana,com,de,dobradinha,escuro,filezinho,frango,glÃºten,lactose,lombo,molho,na,picadinho,rosÃª,suÃ­no,tilÃ¡pia,tomate
0.0,330.0,Carne,0.0,0.4590946354936505,0.0,0.0,0.4525593787365746,0.0,0.0,0.0,0.0,0.0,0.6407087948025255,0.0,0.0,0.0,0.0,0.0,0.4170304121298747,0.0,0.0,0.0,0.0,0.0,0.0
0.0,257.0,Carne,0.6665068917628681,0.0,0.0,0.0,0.435437506511541,0.0,0.0,0.0,0.461820718337901,0.0,0.0,0.0,0.39100430338997205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,257.0,Carne,0.6665068917628681,0.0,0.0,0.0,0.435437506511541,0.0,0.0,0.0,0.461820718337901,0.0,0.0,0.0,0.39100430338997205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,330.0,Carne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7619692394906898,0.0,0.6476132164108296,0.0,0.0
2.0,277.0,Carne,0.0,0.0,0.8625322895499038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5060020251775686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,266.0,Carne,0.0,0.35585857494087286,0.0,0.0,0.0,0.0,0.0,0.0,0.37204747790368325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32325328307957235,0.0,0.0,0.0,0.0,0.5614502042945738,0.5614502042945738
3.0,303.0,Carne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7619692394906898,0.0,0.6476132164108296,0.0,0.0
3.0,218.0,Carne,0.0,0.0,0.0,0.0,0.0,0.5779172295699736,0.0,0.0,0.0,0.0,0.0,0.0,0.3390334392003042,0.4659181029283439,0.0,0.0,0.0,0.5779172295699736,0.0,0.0,0.0,0.0,0.0
4.0,303.0,Carne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7619692394906898,0.0,0.6476132164108296,0.0,0.0
4.0,257.0,Carne,0.0,0.4590946354936505,0.0,0.0,0.4525593787365746,0.0,0.0,0.0,0.0,0.0,0.6407087948025255,0.0,0.0,0.0,0.0,0.0,0.4170304121298747,0.0,0.0,0.0,0.0,0.0,0.0
5.0,267.0,Carne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7619692394906898,0.0,0.6476132164108296,0.0,0.0
5.0,257.0,Carne,0.0,0.0,0.0,0.0,0.0,0.5779172295699736,0.0,0.0,0.0,0.0,0.0,0.0,0.3390334392003042,0.4659181029283439,0.0,0.0,0.0,0.5779172295699736,0.0,0.0,0.0,0.0,0.0
6.0,748.0,Carne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7619692394906898,0.0,0.6476132164108296,0.0,0.0
6.0,257.0,Carne,0.0,0.4590946354936505,0.0,0.0,0.4525593787365746,0.0,0.0,0.0,0.0,0.0,0.6407087948025255,0.0,0.0,0.0,0.0,0.0,0.4170304121298747,0.0,0.0,0.0,0.0,0.0,0.0
7.0,267.0,Carne,0.0,0.35585857494087286,0.0,0.0,0.0,0.0,0.0,0.0,0.37204747790368325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32325328307957235,0.0,0.0,0.0,0.0,0.5614502042945738,0.5614502042945738
7.0,330.0,Carne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7619692394906898,0.0,0.6476132164108296,0.0,0.0
8.0,277.0,Carne,0.0,0.0,0.8625322895499038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5060020251775686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,748.0,Carne,0.0,0.0,0.8625322895499038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5060020251775686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,330.0,Carne,0.0,0.0,0.0,0.0,0.0,0.5779172295699736,0.0,0.0,0.0,0.0,0.0,0.0,0.3390334392003042,0.4659181029283439,0.0,0.0,0.0,0.5779172295699736,0.0,0.0,0.0,0.0,0.0
9.0,277.0,Carne,0.0,0.35585857494087286,0.0,0.0,0.0,0.0,0.0,0.0,0.37204747790368325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32325328307957235,0.0,0.0,0.0,0.0,0.5614502042945738,0.5614502042945738
10.0,267.0,Carne,0.0,0.4590946354936505,0.0,0.0,0.4525593787365746,0.0,0.0,0.0,0.0,0.0,0.6407087948025255,0.0,0.0,0.0,0.0,0.0,0.4170304121298747,0.0,0.0,0.0,0.0,0.0,0.0
10.0,266.0,Carne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7619692394906898,0.0,0.6476132164108296,0.0,0.0
11.0,267.0,Carne,0.6665068917628681,0.0,0.0,0.0,0.435437506511541,0.0,0.0,0.0,0.461820718337901,0.0,0.0,0.0,0.39100430338997205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,277.0,Carne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,267.0,Carne,0.6665068917628681,0.0,0.0,0.0,0.435437506511541,0.0,0.0,0.0,0.461820718337901,0.0,0.0,0.0,0.39100430338997205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,297.0,Carne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7619692394906898,0.0,0.6476132164108296,0.0,0.0
13.0,374.0,Carne,0.0,0.2837191133537223,0.0,0.0,0.0,0.0,0.0,0.0,0.2966262104934812,0.0,0.0,0.44079750122431677,0.2511410168401107,0.3451315787895139,0.44079750122431677,0.0,0.2577235489667617,0.0,0.0,0.44079750122431677,0.0,0.0,0.0
13.0,257.0,Carne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7619692394906898,0.0,0.6476132164108296,0.0,0.0
14.0,748.0,Carne,0.0,0.35585857494087286,0.0,0.0,0.0,0.0,0.0,0.0,0.37204747790368325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32325328307957235,0.0,0.0,0.0,0.0,0.5614502042945738,0.5614502042945738
14.0,303.0,Carne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7619692394906898,0.0,0.6476132164108296,0.0,0.0
15.0,374.0,Carne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7619692394906898,0.0,0.6476132164108296,0.0,0.0
15.0,267.0,Carne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,267.0,Carne,0.0,0.35585857494087286,0.0,0.0,0.0,0.0,0.0,0.0,0.37204747790368325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32325328307957235,0.0,0.0,0.0,0.0,0.5614502042945738,0.5614502042945738
16.0,748.0,Carne,0.0,0.0,0.0,0.0,0.5298756669726569,0.0,0.8480753371902062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,303.0,Carne,0.0,0.0,0.0,0.0,0.0,0.5779172295699736,0.0,0.0,0.0,0.0,0.0,0.0,0.3390334392003042,0.4659181029283439,0.0,0.0,0.0,0.5779172295699736,0.0,0.0,0.0,0.0,0.0
17.0,257.0,Carne,0.0,0.0,0.8625322895499038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5060020251775686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,297.0,Carne,0.6665068917628681,0.0,0.0,0.0,0.435437506511541,0.0,0.0,0.0,0.461820718337901,0.0,0.0,0.0,0.39100430338997205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,267.0,Carne,0.0,0.2837191133537223,0.0,0.0,0.0,0.0,0.0,0.0,0.2966262104934812,0.0,0.0,0.44079750122431677,0.2511410168401107,0.3451315787895139,0.44079750122431677,0.0,0.2577235489667617,0.0,0.0,0.44079750122431677,0.0,0.0,0.0
19.0,266.0,Carne,0.0,0.4590946354936505,0.0,0.0,0.4525593787365746,0.0,0.0,0.0,0.0,0.0,0.6407087948025255,0.0,0.0,0.0,0.0,0.0,0.4170304121298747,0.0,0.0,0.0,0.0,0.0,0.0
19.0,303.0,Carne,0.0,0.2837191133537223,0.0,0.0,0.0,0.0,0.0,0.0,0.2966262104934812,0.0,0.0,0.44079750122431677,0.2511410168401107,0.3451315787895139,0.44079750122431677,0.0,0.2577235489667617,0.0,0.0,0.44079750122431677,0.0,0.0,0.0
20.0,330.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
20.0,374.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
21.0,748.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
21.0,330.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
22.0,218.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
22.0,374.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
23.0,277.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
23.0,266.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
24.0,330.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
24.0,266.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
25.0,297.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
25.0,303.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
26.0,257.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
26.0,748.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
27.0,303.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
27.0,297.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
28.0,374.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
28.0,218.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
29.0,297.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
29.0,330.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
30.0,748.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
30.0,257.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
31.0,748.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
31.0,330.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
32.0,303.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
32.0,277.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
33.0,374.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
33.0,218.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
34.0,218.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
34.0,303.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
35.0,266.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
35.0,748.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
36.0,277.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
36.0,748.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
37.0,277.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
37.0,267.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
38.0,748.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
38.0,266.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
39.0,297.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
39.0,267.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
40.0,266.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
40.0,267.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
41.0,267.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
41.0,303.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
42.0,277.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
42.0,374.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
43.0,257.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
43.0,330.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
44.0,266.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
44.0,303.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
45.0,374.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
45.0,303.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
46.0,277.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
46.0,330.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
47.0,297.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
47.0,374.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
48.0,267.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
48.0,330.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
49.0,330.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
49.0,748.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
50.0,330.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
50.0,748.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
51.0,748.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
51.0,257.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
52.0,277.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
52.0,257.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
53.0,257.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
53.0,330.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
54.0,218.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
54.0,374.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
55.0,297.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
55.0,257.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
56.0,297.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
56.0,330.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
57.0,303.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
57.0,297.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
58.0,330.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
58.0,297.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
59.0,374.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
59.0,266.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
60.0,218.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
60.0,330.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
61.0,257.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
61.0,748.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
62.0,303.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
62.0,297.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
63.0,277.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
63.0,266.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
64.0,748.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
64.0,218.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
65.0,257.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
65.0,266.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
66.0,218.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
66.0,748.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
67.0,267.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
67.0,297.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
68.0,277.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
68.0,330.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
69.0,374.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
69.0,748.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
70.0,330.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
70.0,218.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
71.0,277.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
71.0,748.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
72.0,266.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
72.0,257.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
73.0,303.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
73.0,218.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
74.0,218.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
74.0,277.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
75.0,303.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
75.0,297.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
76.0,748.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
76.0,297.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
77.0,297.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
77.0,257.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
78.0,266.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
78.0,218.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
79.0,266.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
79.0,330.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
80.0,330.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
80.0,277.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
81.0,266.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
81.0,267.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
82.0,748.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
82.0,297.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
83.0,277.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
83.0,266.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
84.0,218.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
84.0,297.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
85.0,297.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
85.0,303.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
86.0,267.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
86.0,330.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
87.0,303.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
87.0,266.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
88.0,218.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
88.0,267.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
89.0,330.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
89.0,218.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
90.0,267.0,Carne,,,,,,,,,,,,,,,,,,,,,,,
